merchant_id,lat_deg,lon_deg,evidence_url,coord_source,tzid_settlement,notes
77368151910903175,-38.736280,-72.597380,https://sws.geonames.org/3870011/,geonames:cities500_via_pelias_cached,America/Santiago,geonameid=3870011;bucket=B3
83279014913772364,-15.290310,167.966790,https://sws.geonames.org/8581458/,geonames:cities500_via_pelias_cached,Pacific/Efate,geonameid=8581458;bucket=B3
84194503614773421,25.587160,51.149860,https://sws.geonames.org/289545/,geonames:cities500_via_pelias_cached,Asia/Qatar,geonameid=289545;bucket=B3
90216405418794528,18.026000,-63.045820,https://sws.geonames.org/3513392/,geonames:cities500_via_pelias_cached,America/Lower_Princes,geonameid=3513392;bucket=B3
90392935682232420,6.804480,-58.155270,https://sws.geonames.org/3378644/,geonames:cities500_via_pelias_cached,America/Guyana,geonameid=3378644;bucket=B1
95842229750797667,5.614110,-1.550200,https://sws.geonames.org/2294308/,geonames:cities500_via_pelias_cached,Africa/Accra,geonameid=2294308;bucket=B3
101586617158553118,-33.456940,-70.648270,https://sws.geonames.org/3871336/,geonames:cities500_via_pelias_cached,America/Santiago,geonameid=3871336;bucket=B1
103067038851887103,48.200000,16.266670,https://sws.geonames.org/2775371/,geonames:cities500_via_pelias_cached,Europe/Vienna,geonameid=2775371;bucket=B3
107516416648997957,40.852160,14.268110,https://sws.geonames.org/3172394/,geonames:cities500_via_pelias_cached,Europe/Rome,geonameid=3172394;bucket=B2
109772671941573387,51.508530,-0.125740,https://sws.geonames.org/2643743/,geonames:cities500_via_pelias_cached,Europe/London,geonameid=2643743;bucket=B1
109873739901593476,42.697510,23.324150,https://sws.geonames.org/727011/,geonames:cities500_via_pelias_cached,Europe/Sofia,geonameid=727011;bucket=B1
111617852053320428,22.200560,113.546110,https://sws.geonames.org/1821274/,geonames:cities500_via_pelias_cached,Asia/Macau,geonameid=1821274;bucket=B1
116374319825160475,-17.736480,168.313660,https://sws.geonames.org/2135171/,geonames:cities500_via_pelias_cached,Pacific/Efate,geonameid=2135171;bucket=B1
118046360322191333,21.452090,-71.143530,https://sws.geonames.org/11250737/,geonames:cities500_via_pelias_cached,America/Grand_Turk,geonameid=11250737;bucket=B3
118852882271426226,43.739760,7.427320,https://sws.geonames.org/2992741/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=2992741;bucket=B2
126475573731049761,5.556020,-0.196900,https://sws.geonames.org/2306104/,geonames:cities500_via_pelias_cached,Africa/Accra,geonameid=2306104;bucket=B2
129445613345583740,22.119720,113.551110,https://sws.geonames.org/1821279/,geonames:cities500_via_pelias_cached,Asia/Macau,geonameid=1821279;bucket=B3
131706492934016310,44.404780,8.944390,https://sws.geonames.org/3176219/,geonames:cities500_via_pelias_cached,Europe/Rome,geonameid=3176219;bucket=B3
133915473619885087,32.300190,-64.792040,https://sws.geonames.org/8533871/,geonames:cities500_via_pelias_cached,Atlantic/Bermuda,geonameid=8533871;bucket=B1
135623285445636102,12.290140,-69.073890,https://sws.geonames.org/3513936/,geonames:cities500_via_pelias_cached,America/Curacao,geonameid=3513936;bucket=B3
136754839865187429,56.816200,24.614010,https://sws.geonames.org/457065/,geonames:cities500_via_pelias_cached,Europe/Riga,geonameid=457065;bucket=B3
137907140354857781,49.061440,20.297980,https://sws.geonames.org/723846/,geonames:cities500_via_pelias_cached,Europe/Bratislava,geonameid=723846;bucket=B3
139025576837703797,22.433330,114.033330,https://sws.geonames.org/1818222/,geonames:cities500_via_pelias_cached,Asia/Hong_Kong,geonameid=1818222;bucket=B3
139477973241564237,22.200560,113.546110,https://sws.geonames.org/1821274/,geonames:cities500_via_pelias_cached,Asia/Macau,geonameid=1821274;bucket=B1
140322641148372024,2.559050,73.107490,https://sws.geonames.org/7910627/,geonames:cities500_via_pelias_cached,Indian/Maldives,geonameid=7910627;bucket=B4
142324264372581628,25.291940,51.424440,https://sws.geonames.org/289888/,geonames:cities500_via_pelias_cached,Asia/Qatar,geonameid=289888;bucket=B2
144044708777572874,14.931520,-23.512540,https://sws.geonames.org/3374333/,geonames:cities500_via_pelias_cached,Atlantic/Cape_Verde,geonameid=3374333;bucket=B1
145588920906415436,6.688480,-1.624430,https://sws.geonames.org/2298890/,geonames:cities500_via_pelias_cached,Africa/Accra,geonameid=2298890;bucket=B1
145684170937895732,39.073280,63.578610,https://sws.geonames.org/1219649/,geonames:cities500_via_pelias_cached,Asia/Ashgabat,geonameid=1219649;bucket=B2
146153633271410535,1.350280,103.722780,https://sws.geonames.org/1881955/,geonames:cities500_via_pelias_cached,Asia/Singapore,geonameid=1881955;bucket=B3
146167018311844025,49.611600,6.106820,https://sws.geonames.org/12035864/,geonames:cities500_via_pelias_cached,Europe/Luxembourg,geonameid=12035864;bucket=B2
149386780515402642,43.726870,7.417660,https://sws.geonames.org/3017814/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=3017814;bucket=B3
150909488677194462,37.566000,126.978400,https://sws.geonames.org/1835848/,geonames:cities500_via_pelias_cached,Asia/Seoul,geonameid=1835848;bucket=B1
153494107844376110,40.735660,-74.172370,https://sws.geonames.org/5101798/,geonames:cities500_via_pelias_cached,America/New_York,geonameid=5101798;bucket=B4
153911341640538565,43.726870,7.417660,https://sws.geonames.org/3017814/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=3017814;bucket=B3
154837324316643151,4.883330,114.883330,https://sws.geonames.org/1820707/,geonames:cities500_via_pelias_cached,Asia/Brunei,geonameid=1820707;bucket=B4
156138903227611904,17.065650,-61.874660,https://sws.geonames.org/3576361/,geonames:cities500_via_pelias_cached,America/Antigua,geonameid=3576361;bucket=B2
156835422532158179,21.782540,-72.252060,https://sws.geonames.org/11703857/,geonames:cities500_via_pelias_cached,America/Grand_Turk,geonameid=11703857;bucket=B1
158938176017563975,43.736790,7.416470,https://sws.geonames.org/3319177/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=3319177;bucket=B3
159516978731079048,-36.848530,174.763490,https://sws.geonames.org/2193733/,geonames:cities500_via_pelias_cached,Pacific/Auckland,geonameid=2193733;bucket=B1
160943439681832170,20.588060,-100.388060,https://sws.geonames.org/3991164/,geonames:cities500_via_pelias_cached,America/Mexico_City,geonameid=3991164;bucket=B3
163931338680302085,41.996460,21.431410,https://sws.geonames.org/785842/,geonames:cities500_via_pelias_cached,Europe/Skopje,geonameid=785842;bucket=B1
165882891263330147,55.731650,12.363280,https://sws.geonames.org/2624341/,geonames:cities500_via_pelias_cached,Europe/Copenhagen,geonameid=2624341;bucket=B4
167541864604678931,52.481420,-1.899830,https://sws.geonames.org/2655603/,geonames:cities500_via_pelias_cached,Europe/London,geonameid=2655603;bucket=B2
168719868204664787,59.209620,9.608970,https://sws.geonames.org/3139075/,geonames:cities500_via_pelias_cached,Europe/Oslo,geonameid=3139075;bucket=B3
170270225073266812,5.794730,0.897280,https://sws.geonames.org/2304548/,geonames:cities500_via_pelias_cached,Africa/Accra,geonameid=2304548;bucket=B4
177888170367976315,29.076940,48.083890,https://sws.geonames.org/285839/,geonames:cities500_via_pelias_cached,Asia/Kuwait,geonameid=285839;bucket=B1
178090060327670333,4.600000,114.283330,https://sws.geonames.org/1820328/,geonames:cities500_via_pelias_cached,Asia/Brunei,geonameid=1820328;bucket=B3
180518180230350422,21.461220,-71.141880,https://sws.geonames.org/3576994/,geonames:cities500_via_pelias_cached,America/Grand_Turk,geonameid=3576994;bucket=B2
182578047270850433,43.903580,22.264050,https://sws.geonames.org/784024/,geonames:cities500_via_pelias_cached,Europe/Belgrade,geonameid=784024;bucket=B3
182868818100316025,6.845680,-58.235210,https://sws.geonames.org/3375103/,geonames:cities500_via_pelias_cached,America/Guyana,geonameid=3375103;bucket=B3
189788683560239117,43.747540,7.431410,https://sws.geonames.org/13527010/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=13527010;bucket=B2
193390111602849217,37.983760,23.727840,https://sws.geonames.org/264371/,geonames:cities500_via_pelias_cached,Europe/Athens,geonameid=264371;bucket=B1
195629333515994795,22.190890,113.547330,https://sws.geonames.org/13527317/,geonames:cities500_via_pelias_cached,Asia/Macau,geonameid=13527317;bucket=B2
200333744744339771,49.506390,6.012780,https://sws.geonames.org/2960102/,geonames:cities500_via_pelias_cached,Europe/Luxembourg,geonameid=2960102;bucket=B3
201196110446758358,49.544440,6.327500,https://sws.geonames.org/2960602/,geonames:cities500_via_pelias_cached,Europe/Luxembourg,geonameid=2960602;bucket=B5
203555832184236121,64.894290,-23.709180,https://sws.geonames.org/3414079/,geonames:cities500_via_pelias_cached,Atlantic/Reykjavik,geonameid=3414079;bucket=B4
203613873991429789,-33.456940,-70.648270,https://sws.geonames.org/3871336/,geonames:cities500_via_pelias_cached,America/Santiago,geonameid=3871336;bucket=B1
206529892792345804,36.213290,58.795750,https://sws.geonames.org/122285/,geonames:cities500_via_pelias_cached,Asia/Tehran,geonameid=122285;bucket=B4
207309441428221230,49.833890,6.007500,https://sws.geonames.org/2960270/,geonames:cities500_via_pelias_cached,Europe/Luxembourg,geonameid=2960270;bucket=B4
208523710074947478,43.739760,7.427320,https://sws.geonames.org/2992741/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=2992741;bucket=B2
209772820316860263,63.998130,-22.561110,https://sws.geonames.org/8644037/,geonames:cities500_via_pelias_cached,Atlantic/Reykjavik,geonameid=8644037;bucket=B2
210172780825985558,-39.618240,176.780210,https://sws.geonames.org/6246742/,geonames:cities500_via_pelias_cached,Pacific/Auckland,geonameid=6246742;bucket=B4
213990928715685408,51.025740,4.477620,https://sws.geonames.org/2791537/,geonames:cities500_via_pelias_cached,Europe/Brussels,geonameid=2791537;bucket=B3
214262231665414488,46.948090,7.447440,https://sws.geonames.org/2661552/,geonames:cities500_via_pelias_cached,Europe/Zurich,geonameid=2661552;bucket=B2
218759331675934852,50.933330,6.950000,https://sws.geonames.org/2886242/,geonames:cities500_via_pelias_cached,Europe/Berlin,geonameid=2886242;bucket=B2
219076534892427441,32.381670,-64.678060,https://sws.geonames.org/3573061/,geonames:cities500_via_pelias_cached,Atlantic/Bermuda,geonameid=3573061;bucket=B3
221240535166550599,47.078190,8.273310,https://sws.geonames.org/2660911/,geonames:cities500_via_pelias_cached,Europe/Zurich,geonameid=2660911;bucket=B4
221951660489492291,-37.832900,145.036700,https://sws.geonames.org/2163776/,geonames:cities500_via_pelias_cached,Australia/Melbourne,geonameid=2163776;bucket=B5
222521355191643049,23.753550,55.327390,https://sws.geonames.org/12470174/,geonames:cities500_via_pelias_cached,Asia/Dubai,geonameid=12470174;bucket=B5
225709709564365815,-37.814000,144.963320,https://sws.geonames.org/2158177/,geonames:cities500_via_pelias_cached,Australia/Melbourne,geonameid=2158177;bucket=B2
227383438255862920,50.463790,4.374700,https://sws.geonames.org/2800063/,geonames:cities500_via_pelias_cached,Europe/Brussels,geonameid=2800063;bucket=B4
230312255706261606,4.850000,114.916670,https://sws.geonames.org/1820641/,geonames:cities500_via_pelias_cached,Asia/Brunei,geonameid=1820641;bucket=B3
232368717758082306,51.508530,-0.125740,https://sws.geonames.org/2643743/,geonames:cities500_via_pelias_cached,Europe/London,geonameid=2643743;bucket=B1
234287114707179198,57.707160,11.966790,https://sws.geonames.org/2711537/,geonames:cities500_via_pelias_cached,Europe/Stockholm,geonameid=2711537;bucket=B2
236550921983513231,32.280160,-64.783290,https://sws.geonames.org/13353868/,geonames:cities500_via_pelias_cached,Atlantic/Bermuda,geonameid=13353868;bucket=B3
237431602867509128,23.390830,57.424440,https://sws.geonames.org/289011/,geonames:cities500_via_pelias_cached,Asia/Muscat,geonameid=289011;bucket=B3
237857116681189477,40.650100,-73.949580,https://sws.geonames.org/5110302/,geonames:cities500_via_pelias_cached,America/New_York,geonameid=5110302;bucket=B2
238037775190895311,43.747540,7.431410,https://sws.geonames.org/13527010/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=13527010;bucket=B2
241869010313474986,53.333060,-6.248890,https://sws.geonames.org/2964574/,geonames:cities500_via_pelias_cached,Europe/Dublin,geonameid=2964574;bucket=B1
242639406663390040,50.436240,3.923230,https://sws.geonames.org/2799947/,geonames:cities500_via_pelias_cached,Europe/Brussels,geonameid=2799947;bucket=B5
244448458408069993,43.739760,7.427320,https://sws.geonames.org/2992741/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=2992741;bucket=B2
246817685294456048,32.300190,-64.792040,https://sws.geonames.org/8533871/,geonames:cities500_via_pelias_cached,Atlantic/Bermuda,geonameid=8533871;bucket=B1
249640267725227135,52.027860,8.899010,https://sws.geonames.org/2878943/,geonames:cities500_via_pelias_cached,Europe/Berlin,geonameid=2878943;bucket=B5
249929761177178829,56.632680,15.536480,https://sws.geonames.org/2716281/,geonames:cities500_via_pelias_cached,Europe/Stockholm,geonameid=2716281;bucket=B5
251500567624011424,49.609820,6.132680,https://sws.geonames.org/2960316/,geonames:cities500_via_pelias_cached,Europe/Luxembourg,geonameid=2960316;bucket=B1
252633702436256447,55.073220,10.455360,https://sws.geonames.org/2610380/,geonames:cities500_via_pelias_cached,Europe/Copenhagen,geonameid=2610380;bucket=B5
254792974910688910,62.209920,-6.692840,https://sws.geonames.org/2617844/,geonames:cities500_via_pelias_cached,Atlantic/Faroe,geonameid=2617844;bucket=B3
255463612118140888,17.132180,-62.572670,https://sws.geonames.org/3575296/,geonames:cities500_via_pelias_cached,America/St_Kitts,geonameid=3575296;bucket=B2
256925062465335338,54.733330,25.241670,https://sws.geonames.org/596479/,geonames:cities500_via_pelias_cached,Europe/Vilnius,geonameid=596479;bucket=B3
259037558119920058,45.436870,28.050280,https://sws.geonames.org/677697/,geonames:cities500_via_pelias_cached,Europe/Bucharest,geonameid=677697;bucket=B3
261346201591840219,40.416500,-3.702560,https://sws.geonames.org/3117735/,geonames:cities500_via_pelias_cached,Europe/Madrid,geonameid=3117735;bucket=B1
267804913762017449,40.294140,70.431220,https://sws.geonames.org/1514891/,geonames:cities500_via_pelias_cached,Asia/Dushanbe,geonameid=1514891;bucket=B2
279833236880904671,26.316670,-77.566670,https://sws.geonames.org/3572233/,geonames:cities500_via_pelias_cached,America/Nassau,geonameid=3572233;bucket=B4
279877958519327148,60.392990,5.324150,https://sws.geonames.org/3161732/,geonames:cities500_via_pelias_cached,Europe/Oslo,geonameid=3161732;bucket=B2
283749346906927588,18.081240,-88.563280,https://sws.geonames.org/3581514/,geonames:cities500_via_pelias_cached,America/Belize,geonameid=3581514;bucket=B2
284025974473855031,49.495830,5.980560,https://sws.geonames.org/2960596/,geonames:cities500_via_pelias_cached,Europe/Luxembourg,geonameid=2960596;bucket=B2
287194820852109301,64.321790,-22.074900,https://sws.geonames.org/3418653/,geonames:cities500_via_pelias_cached,Atlantic/Reykjavik,geonameid=3418653;bucket=B3
287697563802253747,32.715710,-117.164720,https://sws.geonames.org/5391811/,geonames:cities500_via_pelias_cached,America/Los_Angeles,geonameid=5391811;bucket=B3
288266182810424218,64.166670,-21.700000,https://sws.geonames.org/3415021/,geonames:cities500_via_pelias_cached,Atlantic/Reykjavik,geonameid=3415021;bucket=B3
290345698744989205,45.550660,18.694200,https://sws.geonames.org/3193935/,geonames:cities500_via_pelias_cached,Europe/Zagreb,geonameid=3193935;bucket=B2
290792925540341295,51.050000,3.716670,https://sws.geonames.org/2797656/,geonames:cities500_via_pelias_cached,Europe/Brussels,geonameid=2797656;bucket=B2
291977727962461219,53.333060,-6.248890,https://sws.geonames.org/2964574/,geonames:cities500_via_pelias_cached,Europe/Dublin,geonameid=2964574;bucket=B1
292207604907429202,46.924360,7.414570,https://sws.geonames.org/2660119/,geonames:cities500_via_pelias_cached,Europe/Zurich,geonameid=2660119;bucket=B3
296438337190216658,8.774790,167.739190,https://sws.geonames.org/7304467/,geonames:cities500_via_pelias_cached,Pacific/Kwajalein,geonameid=7304467;bucket=B2
298292047028579885,47.268150,11.368680,https://sws.geonames.org/2775479/,geonames:cities500_via_pelias_cached,Europe/Vienna,geonameid=2775479;bucket=B4
301795224200475921,8.427290,-82.430850,https://sws.geonames.org/3711668/,geonames:cities500_via_pelias_cached,America/Panama,geonameid=3711668;bucket=B2
301820778493429052,-33.867850,151.207320,https://sws.geonames.org/2147714/,geonames:cities500_via_pelias_cached,Australia/Sydney,geonameid=2147714;bucket=B1
302741388972866098,31.955220,35.945030,https://sws.geonames.org/250441/,geonames:cities500_via_pelias_cached,Asia/Amman,geonameid=250441;bucket=B1
303817082866476834,60.674520,17.141740,https://sws.geonames.org/2712414/,geonames:cities500_via_pelias_cached,Europe/Stockholm,geonameid=2712414;bucket=B3
304891450539164168,21.814000,-72.282130,https://sws.geonames.org/11201380/,geonames:cities500_via_pelias_cached,America/Grand_Turk,geonameid=11201380;bucket=B2
307127442000366672,51.505080,7.096540,https://sws.geonames.org/2921466/,geonames:cities500_via_pelias_cached,Europe/Berlin,geonameid=2921466;bucket=B4
309610321355404061,53.382970,-1.465900,https://sws.geonames.org/2638077/,geonames:cities500_via_pelias_cached,Europe/London,geonameid=2638077;bucket=B2
310634446556314819,32.146130,34.839400,https://sws.geonames.org/293783/,geonames:cities500_via_pelias_cached,Asia/Jerusalem,geonameid=293783;bucket=B4
312248681992042597,68.502460,14.799620,https://sws.geonames.org/3146160/,geonames:cities500_via_pelias_cached,Europe/Oslo,geonameid=3146160;bucket=B5
312334894656772324,48.200000,16.266670,https://sws.geonames.org/2775371/,geonames:cities500_via_pelias_cached,Europe/Vienna,geonameid=2775371;bucket=B3
313666144032535079,50.486570,4.187850,https://sws.geonames.org/2793508/,geonames:cities500_via_pelias_cached,Europe/Brussels,geonameid=2793508;bucket=B3
314559577498856594,47.313440,5.013910,https://sws.geonames.org/3021372/,geonames:cities500_via_pelias_cached,Europe/Paris,geonameid=3021372;bucket=B3
316233469737599345,32.296370,-64.869310,https://sws.geonames.org/13353871/,geonames:cities500_via_pelias_cached,Atlantic/Bermuda,geonameid=13353871;bucket=B2
318880251889462018,55.706800,21.139120,https://sws.geonames.org/598098/,geonames:cities500_via_pelias_cached,Europe/Vilnius,geonameid=598098;bucket=B2
319130740112828815,35.805210,139.710720,https://sws.geonames.org/1859730/,geonames:cities500_via_pelias_cached,Asia/Tokyo,geonameid=1859730;bucket=B4
319953717257646454,-27.467940,153.028090,https://sws.geonames.org/2174003/,geonames:cities500_via_pelias_cached,Australia/Brisbane,geonameid=2174003;bucket=B2
322515219223643324,43.743610,7.431510,https://sws.geonames.org/13527011/,geonames:cities500_via_pelias_cached,Europe/Monaco,geonameid=13527011;bucket=B3
323278395051440575,44.804010,20.465130,https://sws.geonames.org/792680/,geonames:cities500_via_pelias_cached,Europe/Belgrade,geonameid=792680;bucket=B1
325945287983044881,18.472450,-66.715730,https://sws.geonames.org/4562635/,geonames:cities500_via_pelias_cached,America/Puerto_Rico,geonameid=4562635;bucket=B2
326497609003986208,-35.688180,174.320180,https://sws.geonames.org/6230839/,geonames:cities500_via_pelias_cached,Pacific/Auckland,geonameid=6230839;bucket=B5
327363347731677990,48.137430,11.575490,https://sws.geonames.org/2867714/,geonames:cities500_via_pelias_cached,Europe/Berlin,geonameid=2867714;bucket=B2
327475375637462215,61.995950,-6.771540,https://sws.geonames.org/2624653/,geonames:cities500_via_pelias_cached,Atlantic/Faroe,geonameid=2624653;bucket=B2
328863262732347494,5.360730,-1.948560,https://sws.geonames.org/2306224/,geonames:cities500_via_pelias_cached,Africa/Accra,geonameid=2306224;bucket=B5
330355630847914207,10.516670,-61.416670,https://sws.geonames.org/3574810/,geonames:cities500_via_pelias_cached,America/Port_of_Spain,geonameid=3574810;bucket=B1
331105641122519480,42.507290,1.534140,https://sws.geonames.org/3040051/,geonames:cities500_via_pelias_cached,Europe/Andorra,geonameid=3040051;bucket=B2
331818399171616679,55.675940,12.565530,https://sws.geonames.org/2618425/,geonames:cities500_via_pelias_cached,Europe/Copenhagen,geonameid=2618425;bucket=B1
333015331064704825,18.472450,-66.715730,https://sws.geonames.org/4562635/,geonames:cities500_via_pelias_cached,America/Puerto_Rico,geonameid=4562635;bucket=B2
340657599466330885,25.271430,55.302070,https://sws.geonames.org/292261/,geonames:cities500_via_pelias_cached,Asia/Dubai,geonameid=292261;bucket=B3
342656803432270411,32.265740,-64.809220,https://sws.geonames.org/13353869/,geonames:cities500_via_pelias_cached,Atlantic/Bermuda,geonameid=13353869;bucket=B2
345977478562714412,56.156740,10.210760,https://sws.geonames.org/2624652/,geonames:cities500_via_pelias_cached,Europe/Copenhagen,geonameid=2624652;bucket=B2
346935188736428361,51.897970,-8.470610,https://sws.geonames.org/2965140/,geonames:cities500_via_pelias_cached,Europe/Dublin,geonameid=2965140;bucket=B2
348035528546707425,46.291920,7.535590,https://sws.geonames.org/2658606/,geonames:cities500_via_pelias_cached,Europe/Zurich,geonameid=2658606;bucket=B4
351935701343148352,41.891930,12.511330,https://sws.geonames.org/3169070/,geonames:cities500_via_pelias_cached,Europe/Rome,geonameid=3169070;bucket=B1
351995087684337418,37.764410,38.276290,https://sws.geonames.org/325330/,geonames:cities500_via_pelias_cached,Europe/Istanbul,geonameid=325330;bucket=B4
353324296463290828,45.566670,-73.666670,https://sws.geonames.org/5882725/,geonames:cities500_via_pelias_cached,America/Toronto,geonameid=5882725;bucket=B4
355566811656496327,25.058230,-77.343060,https://sws.geonames.org/3571824/,geonames:cities500_via_pelias_cached,America/Nassau,geonameid=3571824;bucket=B1
358945880124416102,64.004920,-22.562420,https://sws.geonames.org/3415496/,geonames:cities500_via_pelias_cached,Atlantic/Reykjavik,geonameid=3415496;bucket=B3
359581300476897486,45.916800,14.226520,https://sws.geonames.org/3218907/,geonames:cities500_via_pelias_cached,Europe/Ljubljana,geonameid=3218907;bucket=B3
360543926246620791,40.650100,-73.949580,https://sws.geonames.org/5110302/,geonames:cities500_via_pelias_cached,America/New_York,geonameid=5110302;bucket=B2
361374098000919597,61.995950,-6.771540,https://sws.geonames.org/2624653/,geonames:cities500_via_pelias_cached,Atlantic/Faroe,geonameid=2624653;bucket=B2
363662776091141212,-33.867850,151.207320,https://sws.geonames.org/2147714/,geonames:cities500_via_pelias_cached,Australia/Sydney,geonameid=2147714;bucket=B1
363938060194245586,-0.817420,12.708180,https://sws.geonames.org/2399870/,geonames:cities500_via_pelias_cached,Africa/Libreville,geonameid=2399870;bucket=B3
